response.url;result.mixed_content_url;result.canonical;result.is_canonical;previousUrl;depth;result.error;response.status;result.x_cache;result.request_time;result.redirected_from;result.redirects;result.title;result.h1;result.page_date;result.description;result.keywords;result.og_title;result.og_image;result.schema_types;result.h1_count;result.h2_count;result.h3_count;result.h4_count;result.canonical_count;result.google_amp;result.images;result.images_without_alt;result.images_alt_empty;result.images_outer;result.links;result.links_inner;result.links_outer;result.text_ratio_percent;result.dom_size;result.html_size;result.html_size_rendered;readability_length;readability_words;readability_minutes;readability_links;readability_links_inner;readability_links_outer;links_anchors;readability_images;readability_images_png;readability_images_png_links;yake_keywords;yake_detectedLanguage
https://taktile.com/;;;;;0;;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/;;https://taktile.com/;1;;1;;200;0;929;;0;Taktile - The Agentic Decision Platform;AI agents you can trust.;;Taktile: The Agentic Decision Platform empowering financial institutions to combine the speed of AI automation with the oversight of human judgement - so teams can safely approve customers, catch more fraud, and stay compliant.;;Taktile - The Agentic Decision Platform;;;1;9;1;0;1;0;362;0;362;0;98;94;4;3;1454;362688;648180;;;;;;;;;;;;
https://taktile.com/enterprise-infrastructure;;https://taktile.com/enterprise-infrastructure;1;https://taktile.com/;2;;200;0;462;;0;Taktile - Enterprise-Grade Infrastructure;"Taktile runs where you run.Built to scale across
teams, use cases, and countries.Everything you need for production-ready AI, powered by Taktile.";;Taktile provides enterprise infrastructure built for financial services. Power mission-critical automated decisions at global scale with security, reliability, and performance.;;Enterprise-Grade Infrastructure | Taktile;;;3;6;1;0;1;0;42;0;42;0;85;81;4;6;723;103630;389027;;;;;;;;;;;;
https://taktile.com/ai-agents-customer-onboarding;;;;;0;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/ai-agents-smb-lending;;;;;0;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/contact;;https://taktile.com/contact;1;https://taktile.com/;2;;200;0;938;;0;Taktile - Contact;Contact usOur offices;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Contact | Taktile;;;2;4;0;0;1;0;14;0;14;0;84;79;5;6;671;83258;368956;;;;;;;;;;;;
https://taktile.com/ai-agents-smb-lending;;https://taktile.com/ai-agents-smb-lending;1;https://taktile.com/;2;;200;0;874;;0;AI Agents for SMB Lending;5x more loans, same headcount;;5x more loans, same headcount - Your underwriters are swamped and good customers wait weeks for an answer. Customizable AI agents can change that—starting today.;;AI Agents for SMB Lending;/media/pages/ai-agents-smb-lending/7f57e24cbd-1757510274/teaser-max-eber-demo-video-youtube-thumb-1280x720-1200x630-crop.png;;1;4;0;0;1;0;25;0;25;0;25;23;2;4;226;38859;324236;;;;;;;;;;;;
https://taktile.com/ai-agents-customer-onboarding;;https://taktile.com/ai-agents-customer-onboarding;1;https://taktile.com/;2;;200;0;773;;0;Scale your onboarding 10x with AI agents;Scale your onboarding 10x with AI agents;;In this webinar, Taktile co-founder Maximilian Eber shows how a dedicated team of agents can handle 10x the volume of a human team—at a fraction of the cost—while keeping you fully in control.;;Scale your onboarding 10x with AI agents;/media/pages/ai-agents-customer-onboarding/3c9a9123e7-1768326676/screenshot-2026-01-14-at-06.51.00-1200x630-crop.png;;1;5;0;0;1;0;25;0;25;0;25;23;2;5;248;41261;326663;;;;;;;;;;;;
https://taktile.com/case-manager;;https://taktile.com/case-manager;1;https://taktile.com/;2;;200;0;1103;;0;Taktile - Case Manager;"No more data silos.  
One unified view, tailored to the way you work.Everything you need for production-ready AI, powered by Taktile.";;Streamline case operations with Taktile’s Case Manager — purpose-built for financial services and designed for seamless human-AI collaboration.;;Case Manager | Taktile;/media/pages/case-manager/24e4ddc9fb-1764682060/case-analytics-2-1200x630-crop.jpg;;2;6;1;0;1;0;43;0;43;0;88;84;4;6;733;104371;389757;;;;;;;;;;;;
https://taktile.com/the-agentic-decision-platform;;https://taktile.com/the-agentic-decision-platform;1;https://taktile.com/;2;;200;0;1106;;0;Taktile - The Agentic Decision Platform;;;Taktile’s Agentic Decision Platform helps financial institutions launch and evolve automated decision strategies fast—with enterprise-grade control and modular flexibility.;;Taktile - The Agentic Decision Platform;/media/pages/the-agentic-decision-platform/9aa52a5c79-1764080031/platform-visual2-1200x630-crop.jpg;;0;4;1;0;1;0;40;0;40;0;85;83;2;5;745;136962;422769;;;;;;;;;;;;
https://taktile.com/ai-agent-manager;;;;;0;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/ai-agent-manager;;https://taktile.com/ai-agent-manager;1;https://taktile.com/;2;;200;0;1107;;0;Taktile - AI Agent Manager;Enterprise-grade AI agents built for financial services.Financial services leaders are streamlining operations with Taktile's AI agents.Agents that follow your rules.Everything you need for production-ready AI, powered by Taktile.;;Launch secure, specialized AI agents for financial services to reduce manual workload and scale operations with confidence.;;AI Agent Manager | Taktile;/media/pages/ai-agent-manager/63c3836bcd-1764154735/ai-agent-manager-1200x630-crop.png;;4;6;1;0;1;0;42;0;42;0;89;85;4;7;769;108463;393902;;;;;;;;;;;;
https://taktile.com/data-orchestration;;https://taktile.com/data-orchestration;1;https://taktile.com/;2;;200;0;1445;;0;Taktile - Data Orchestration;Everything you need for production-ready AI, powered by Taktile.;;Access decision-ready data without engineering overhead. Integrate any source while Taktile handles vendors and pipelines for financial services.;;Data Orchestration | Taktile;/media/pages/data-orchestration/3b75b53391-1764185600/analyze-provider-responses-1200x630-crop.jpg;;1;7;33;0;1;0;72;0;72;0;121;117;4;5;936;138631;424247;;;;;;;;;;;;
https://taktile.com/decision-engine;;https://taktile.com/decision-engine;1;https://taktile.com/;2;;200;0;1639;;0;Taktile - Decision Engine;"Empower analysts, engineers, and product managers
to work together on one platform.Everything you need for production-ready AI, powered by Taktile.";;A decision engine built for financial services to evolve automated strategies quickly with the safety, control, and flexibility enterprises need.;;Decision Engine | Taktile;/media/pages/decision-engine/12762d68c3-1764245856/decision-engine-under-hero-1-1200x630-crop.jpg;;2;8;1;0;1;0;361;0;361;0;90;86;4;3;1444;361675;646961;;;;;;;;;;;;
https://taktile.com/data-marketplace;;https://taktile.com/data-marketplace;1;https://taktile.com/;2;;200;0;1802;;0;Taktile - Data Marketplace;;;Instantly enrich risk decisions with Taktile's Data Marketplace by integrating global credit, fraud, and identity data via low-code, pre-built connectors.;;Data Marketplace | Taktile;;;0;4;114;0;1;0;124;0;124;0;195;193;2;2;1427;258469;543763;;;;;;;;;;;;
https://taktile.com/aml-solution;;https://taktile.com/aml-solution;1;https://taktile.com/;2;;200;0;969;;0;Taktile - AML & Compliance;"Investigations powered by AI,
decisions made by your team.Pre-built AI agents for every
step of your AML operation.";;Reduce false positives and fight financial crime with AI-assisted investigation on Taktile. Manage end-to-end AML workflows that keep teams fast, focused, and compliant.;;AML & Compliance | Taktile;/media/pages/aml-solution/9b778ca557-1764927172/aml-sar-1200x630-crop.jpg;;2;6;1;0;1;0;46;0;46;0;89;85;4;7;762;108809;394241;;;;;;;;;;;;
https://taktile.com/the-ultimate-guide;;https://taktile.com/the-ultimate-guide;1;https://taktile.com/;2;;200;0;555;;0;Taktile - Third-party data guide;The ultimate guide to leveraging third-party data in fintech decisions;;Unlock smarter risk decisions and high growth with Taktile's guide for integrating, testing, and optimizing third-party data sources.;;Third-party data guide | Taktile;;;1;4;0;0;1;0;10;0;10;0;80;78;2;8;564;70110;355642;;;;;;;;;;;;
https://taktile.com/onboarding-solution;;;;;0;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/customer-stories;;https://taktile.com/customer-stories;1;https://taktile.com/;2;;200;0;892;;0;Taktile - Customer Stories;Customer Stories;;Discover how leading financial institutions like Zilch, Branch, and Credix transformed risk management with Taktile's AI-driven Decision Platform.;;Customer Stories | Taktile;;;1;18;0;0;1;0;25;0;25;0;95;93;2;8;740;102875;385905;;;;;;;;;;;;
https://taktile.com/onboarding-solution;;https://taktile.com/onboarding-solution;1;https://taktile.com/;2;;200;0;1413;;0;Taktile - Onboarding & KYC/B;"Build, test, and deploy onboarding
strategies on one holistic platform.A single command center where AI does the heavy lifting and your team stays in control.Agentic AI that unifies and accelerates
your entire onboarding workflow.Instant access to the data that powers
frictionless onboarding and safer decisions.";;Transform onboarding complexity into compliant AI workflows on Taktile. Automate identity and business checks end-to-end with agentic AI and human-in-the-loop controls.;;Onboarding & KYC/B | Taktile;/media/pages/onboarding-solution/f506cb02c2-1764336576/accelerate-1200x630-crop.jpg;;4;6;33;0;1;0;75;0;75;0;122;118;4;5;994;146027;431558;;;;;;;;;;;;
https://taktile.com/docs-help-center;;https://taktile.com/docs-help-center;1;https://taktile.com/;2;;200;0;669;;0;Taktile - Docs & Help Center;Access documentation and help center;;Request access to Taktile’s documentation. Start building flows, explore data integrations, and get expert support with guides, FAQs, and troubleshooting help.;;Docs & Help Center | Taktile;;;1;4;0;0;1;0;11;0;11;0;81;79;2;7;572;71199;356722;;;;;;;;;;;;
https://taktile.com/security-governance;;https://taktile.com/security-governance;1;https://taktile.com/;2;;200;0;490;;0;Taktile - Security & Governance;We prioritize your security, so you can prioritize your business;;Ensure enterprise-grade security with Taktile, featuring AWS-based infrastructure, data encryption, SSO integration, and robust access controls.;;Security & Governance | Taktile;;;1;10;0;0;1;0;11;0;11;0;81;79;2;14;616;78556;364095;;;;;;;;;;;;
https://taktile.com/blog;;https://taktile.com/blog;1;https://taktile.com/;2;;200;0;1315;;0;Taktile - Blog;From insight to intelligence;;Explore Taktile's blog for insights on AI-driven risk management, fintech innovation, and real-world applications across credit, fraud, compliance, and more.;;Blog | Taktile;;;1;109;0;0;1;0;116;0;116;0;186;184;2;11;1652;299774;566646;;;;;;;;;;;;
https://taktile.com/fraud-solution;;https://taktile.com/fraud-solution;1;https://taktile.com/;2;;200;0;1492;;0;Taktile - The next generation decision platform;"Apply entity-level intelligence to every decision.Enrich your fraud strategy with real-time data.
No delays, no complexity.Investigate and resolve fraud faster with AI assistance.";;Stay ahead of evolving fraud with a unified risk view and agentic AI on Taktile. Act, refine, and scale fraud strategies quickly where it matters most.;;Fraud Prevention | Taktile;/media/pages/fraud-solution/a73b6f5afe-1764773135/aml-under-hero-final.1-1200x630-crop.jpg;;3;6;33;0;1;0;77;0;77;0;122;118;4;5;1003;148647;434103;;;;;;;;;;;;
https://taktile.com/credit-solution;;;;;0;;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://taktile.com/credit-solution;;https://taktile.com/credit-solution;1;https://taktile.com/;2;;200;0;1363;;0;Taktile - Credit;"Build and test end-to-end credit decision strategies in a single platform.Continuously improve underwriting with a full test–deploy–monitor loop.Leading financial services teams innovate faster on Taktile.Supercharge underwriting operations with ready-to-use AI agents.Unlock new signals instantly
with Taktile’s Data Marketplace.";;Rapidly evolve underwriting strategies with Taktile’s Agentic Decision Platform. Empower credit teams to safely test, deploy, and refine decisions using agentic AI and real-time financial data.;;Credit | Taktile;/media/pages/credit-solution/7b08c21bd5-1764871142/monitor-2-1200x630-crop.jpg;;5;6;33;0;1;0;76;0;76;0;121;117;4;5;993;146581;432102;;;;;;;;;;;;
https://taktile.com/articles/introducing-taktile-smb-ai-agents;;https://taktile.com/articles/introducing-taktile-smb-ai-agents;1;https://taktile.com/;2;;200;0;753;;0;Taktile - Introducing Taktile AI agents: The future of SMB credit underwriting;Introducing Taktile AI agents: The future of SMB credit underwriting;;Meet the future of SMB credit underwriting. Taktile's fully customizable AI Agents deliver scalable automation, customizable logic, and regulator-ready accuracy.;;Introducing Taktile AI agents: The future of SMB credit underwriting;/media/pages/articles/introducing-taktile-smb-ai-agents/e087f4e1ef-1757490789/blog-header-visual-1-1200x630-crop.png;;1;14;0;0;1;0;19;0;19;0;89;87;2;13;717;88171;373637;;;;;;;;;;;;
https://taktile.com/about;;https://taktile.com/about;1;https://taktile.com/;2;;200;0;592;;0;Taktile - About;About Taktile;;Taktile empowers risk teams to build, test, and optimize AI-driven decision workflows across financial services, safely and at scale.;;About | Taktile;;;1;6;0;0;1;0;44;0;44;0;92;78;14;5;740;109473;395412;;;;;;;;;;;;
https://taktile.com/careers;;https://taktile.com/careers;1;https://taktile.com/;2;;200;0;514;;0;Taktile - Careers;Join us and shape the future of automated decisions.;;Join Taktile and shape the future of automated risk management. We're hiring passionate individuals to empower smarter, safer decisions at scale.;;Careers | Taktile;;;1;3;6;0;1;0;27;0;27;0;81;78;3;10;640;84618;370125;;;;;;;;;;;;
https://taktile.com/imprint;;https://taktile.com/imprint;1;https://taktile.com/;2;;200;0;662;;0;Taktile - Imprint;Imprint;;Access Taktile's Imprint for company details, legal information, and contact addresses for our German and U.S. entities.;;Imprint | Taktile;;;1;1;0;0;1;0;10;0;10;0;82;79;3;7;551;65188;350701;;;;;;;;;;;;
https://taktile.com/articles/10-examples-genai-applications-in-risk;;https://taktile.com/articles/10-examples-genai-applications-in-risk;1;https://taktile.com/;2;;200;0;936;;0;Taktile - GenAI applications in risk management: 10 real-world examples from industry frontrunners;GenAI applications in risk management: 10 real-world examples from industry frontrunners;;See how leading financial institutions are using GenAI to transform risk management across credit, fraud, compliance, and operations—with 10 real-world examples.;;GenAI applications in risk management: 10 real-world examples from industry frontrunners;/media/pages/articles/10-examples-genai-applications-in-risk/b4d94630a5-1755867489/genai-in-risk_-blog-header-5-1200x630-crop.png;;1;15;12;10;1;0;27;0;27;0;91;87;4;20;815;106926;392322;;;;;;;;;;;;
https://taktile.com/articles/breakout-finance-and-taktile;;https://taktile.com/articles/breakout-finance-and-taktile;1;https://taktile.com/;2;;200;0;834;;0;Taktile - How Breakout Finance cut underwriting time by up to 95% with Taktile;How Breakout Finance cut underwriting time by up to 95% with Taktile;;Discover how Breakout Finance streamlined B2B underwriting with Taktile, reducing underwriting time by up to 95%—boosting loan capacity, accuracy, and speed;;How Breakout Finance cut underwriting time by up to 95% with Taktile;/media/pages/articles/breakout-finance-and-taktile/f7919c186c-1740604560/breakout-finance-x-taktile-blog-1200x630-crop.png;;1;13;0;0;1;0;19;0;19;0;94;85;8;14;717;90833;376257;;;;;;;;;;;;
https://taktile.com/cookies;;https://taktile.com/cookies;1;https://taktile.com/;2;;200;0;581;;0;Taktile - Cookies;Cookie Declaration;;Learn about Taktile's cookie usage and how we enhance site performance, personalize content, and ensure compliance with privacy standards.;;Cookies | Taktile;;;1;1;0;0;1;0;10;0;10;0;80;78;2;7;529;64656;350174;;;;;;;;;;;;
https://taktile.com/press;;https://taktile.com/press;1;https://taktile.com/;2;;200;0;944;;0;Taktile - Press;Press and Awards;;Stay updated with Taktile's latest news, funding milestones, and industry insights, highlighting how we're transforming automated risk management.;;Press | Taktile;;;1;5;0;0;1;0;55;0;55;0;125;78;47;6;753;124510;410567;;;;;;;;;;;;
https://taktile.com/privacy-policy;;https://taktile.com/privacy-policy;1;https://taktile.com/;2;;200;0;637;;0;Taktile - Privacy;Privacy Policy;;Understand how Taktile protects your data with transparent privacy practices, secure handling, and compliance with global data protection laws.;;Privacy | Taktile;;;1;1;0;0;1;0;10;0;10;0;90;85;3;34;735;93056;378488;;;;;;;;;;;;
https://taktile.com/ai-agent-library;;https://taktile.com/ai-agent-library;1;https://taktile.com/;2;;200;0;836;;0;Taktile - AI Agent Library;A glimpse at Taktile’s ready-to-use AI Agents.Everything you need for production-ready AI, powered by Taktile.;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;AI Agent Library | Taktile;;;2;4;46;0;1;0;57;0;57;0;128;126;2;6;908;131022;416676;;;;;;;;;;;;
https://taktile.com/articles/risk-robots-with-peter-lu;;https://taktile.com/articles/risk-robots-with-peter-lu;1;https://taktile.com/;2;;200;0;747;;0;Taktile - How risk and product strategy merge in modern fintech;When risk becomes product: How Monzo’s Peter Lu sees risk as a competitive edge;;Monzo’s Peter Lu, Head of Product at Monzo Bank, reveals how risk becomes a product advantage that fuels smarter fintech growth, precision, and profit.;;How risk and product strategy merge in modern fintech;/media/pages/articles/risk-robots-with-peter-lu/8fd2531774-1762383124/risk-robots-with-peter-1200x630-crop.png;;1;7;0;0;1;0;18;0;18;0;90;85;5;9;625;79402;364907;;;;;;;;;;;;
https://taktile.com/articles/pleo-and-taktile;;https://taktile.com/articles/pleo-and-taktile;1;https://taktile.com/case-manager;3;;200;0;663;;0;Taktile - AI-powered fraud prevention: Why Pleo chose Taktile to detect financial crime;AI-powered fraud prevention: Why Pleo chose Taktile to detect financial crime;;Discover how Pleo undertakes smarter financial crime detection across the customer lifecycle on Taktile’s AI-driven fraud solution.;;AI-powered fraud prevention: Why Pleo chose Taktile to detect financial crime;/media/pages/articles/pleo-and-taktile/073051f5b2-1741878898/blog-hero-template-1-1200x630-crop.jpg;;1;13;0;0;1;0;18;0;18;0;90;86;4;12;690;86021;371479;;;;;;;;;;;;
https://taktile.com/references/baselayer;;https://taktile.com/references/baselayer;1;https://taktile.com/data-orchestration;3;;200;0;530;;0;Taktile - Baselayer;Baselayer;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Baselayer | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;68738;354217;;;;;;;;;;;;
https://taktile.com/references/amazon-redshift;;https://taktile.com/references/amazon-redshift;1;https://taktile.com/data-orchestration;3;;200;0;723;;0;Taktile - Amazon RedShift;Amazon RedShift;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Amazon RedShift | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69608;355087;;;;;;;;;;;;
https://taktile.com/references/anthropic;;https://taktile.com/references/anthropic;1;https://taktile.com/data-orchestration;3;;200;0;757;;0;Taktile - Anthropic;Anthropic;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Anthropic | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69422;354901;;;;;;;;;;;;
https://taktile.com/articles/build-or-buy-credix;;https://taktile.com/articles/build-or-buy-credix;1;https://taktile.com/ai-agent-manager;3;;200;0;726;;0;Taktile - Build or buy? How Credix saved hundreds of hours by prioritizing IP over infrastructure;Build or buy? How Credix saved hundreds of hours by prioritizing IP over infrastructure;;Discover how Credix scaled underwriting, reduced decision times by 95%, and unlocked weekly iteration cycles with Taktile;;Build or buy? How Credix saved hundreds of hours by prioritizing IP over infrastructure;/media/pages/articles/build-or-buy-credix/a8394fc3d5-1740604582/credix-case-study-blog-header-1200x630-crop.png;;1;13;1;0;1;0;18;0;18;0;89;85;3;15;732;92141;377582;;;;;;;;;;;;
https://taktile.com/references/basiq;;https://taktile.com/references/basiq;1;https://taktile.com/data-orchestration;3;;200;0;275;;0;Taktile - BASIQ;BASIQ;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;BASIQ | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;566;68961;354440;;;;;;;;;;;;
https://taktile.com/references/belvo;;https://taktile.com/references/belvo;1;https://taktile.com/data-orchestration;3;;200;0;449;;0;Taktile - Belvo;Belvo;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Belvo | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;565;68694;354173;;;;;;;;;;;;
https://taktile.com/references/bigdatacorp;;https://taktile.com/references/bigdatacorp;1;https://taktile.com/data-orchestration;3;;200;0;219;;0;Taktile - BigDataCorp;BigDataCorp;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;BigDataCorp | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;568;69110;354589;;;;;;;;;;;;
https://taktile.com/references/chatgpt;;https://taktile.com/references/chatgpt;1;https://taktile.com/data-orchestration;3;;200;0;302;;0;Taktile - ChatGPT;ChatGPT;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;ChatGPT | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69291;354770;;;;;;;;;;;;
https://taktile.com/references/bigquery;;https://taktile.com/references/bigquery;1;https://taktile.com/data-orchestration;3;;200;0;353;;0;Taktile - BigQuery;BigQuery;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;BigQuery | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69580;355065;;;;;;;;;;;;
https://taktile.com/references/algoan;;https://taktile.com/references/algoan;1;https://taktile.com/data-orchestration;3;;200;0;367;;0;Taktile - Algoan;Algoan;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Algoan | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;565;68821;354300;;;;;;;;;;;;
https://taktile.com/references/argyle;;https://taktile.com/references/argyle;1;https://taktile.com/data-orchestration;3;;200;0;388;;0;Taktile - Argyle;Argyle;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Argyle | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;564;68631;354108;;;;;;;;;;;;
https://taktile.com/references/complyadvantage;;https://taktile.com/references/complyadvantage;1;https://taktile.com/data-orchestration;3;;200;0;352;;0;Taktile - Complyadvantage;Complyadvantage;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Complyadvantage | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69900;355379;;;;;;;;;;;;
https://taktile.com/references/creditsafe;;https://taktile.com/references/creditsafe;1;https://taktile.com/data-orchestration;3;;200;0;424;;0;Taktile - Creditsafe;Creditsafe;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Creditsafe | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;578;69988;355467;;;;;;;;;;;;
https://taktile.com/references/aiprise;;https://taktile.com/references/aiprise;1;https://taktile.com/data-orchestration;3;;200;0;412;;0;Taktile - AiPrise;AiPrise;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;AiPrise | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;68912;354391;;;;;;;;;;;;
https://taktile.com/articles/zilch-and-taktile;;https://taktile.com/articles/zilch-and-taktile;1;https://taktile.com/decision-engine;3;;200;0;383;;0;Taktile - How Zilch accelerated growth and halved costs with Taktile;How Zilch accelerated growth and halved costs with Taktile;;Learn how Zilch accelerated growth, halved underwriting costs, and empowered its teams to innovate faster by switching to Taktile;;How Zilch accelerated growth and halved costs with Taktile;/media/pages/articles/zilch-and-taktile/0537644203-1740604568/zilch-x-taktile-2-1200x630-crop.png;;1;13;0;0;1;0;18;0;18;0;90;86;3;13;671;85751;371225;;;;;;;;;;;;
https://taktile.com/references/crunchbase;;https://taktile.com/references/crunchbase;1;https://taktile.com/data-orchestration;3;;200;0;615;;0;Taktile - Crunchbase;Crunchbase;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Crunchbase | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;573;69202;354681;;;;;;;;;;;;
https://taktile.com/references/databricks;;https://taktile.com/references/databricks;1;https://taktile.com/data-orchestration;3;;200;0;413;;0;Taktile - Databricks;Databricks;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Databricks | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;575;69519;354998;;;;;;;;;;;;
https://taktile.com/demo;;https://taktile.com/demo;1;https://taktile.com/data-marketplace;3;;200;0;385;;0;Taktile - Demo Request Page;Discover why teams love to use Taktile.;;Experience the leading AI-powered risk decision platform. Empower your teams to build, test, and optimize risk workflows faster than ever before.;;Demo Request Page | Taktile;;;1;1;0;0;1;0;10;0;10;0;80;78;2;8;548;68044;353568;;;;;;;;;;;;
https://taktile.com/references/bkr;;https://taktile.com/references/bkr;1;https://taktile.com/data-marketplace;3;;200;0;220;;0;Taktile - BKR;BKR;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;BKR | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;562;68435;353914;;;;;;;;;;;;
https://taktile.com/references/buro-de-credito;;https://taktile.com/references/buro-de-credito;1;https://taktile.com/data-marketplace;3;;200;0;246;;0;Taktile - Buro de Credito;Buró de Crédito;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Buro de Credito | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;68711;354186;;;;;;;;;;;;
https://taktile.com/references/bloomcredit;;https://taktile.com/references/bloomcredit;1;https://taktile.com/data-marketplace;3;;200;0;375;;0;Taktile - BloomCredit;Bloom Credit;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;BloomCredit | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;564;68925;354402;;;;;;;;;;;;
https://taktile.com/references/catalyst;;https://taktile.com/references/catalyst;1;https://taktile.com/data-marketplace;3;;200;0;340;;0;Taktile - Catalyst;CatalystTek;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Catalyst | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;564;68538;354021;;;;;;;;;;;;
https://taktile.com/references/circulo-de-credito;;https://taktile.com/references/circulo-de-credito;1;https://taktile.com/data-marketplace;3;;200;0;408;;0;Taktile - Circulo de Credito;Circuló de Crédito;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Circulo de Credito | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;68825;354300;;;;;;;;;;;;
https://taktile.com/references/chartapi;;https://taktile.com/references/chartapi;1;https://taktile.com/data-marketplace;3;;200;0;391;;0;Taktile - ChartAPI;ChartAPI;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;ChartAPI | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;566;68688;354167;;;;;;;;;;;;
https://taktile.com/references/carrington-labs;;https://taktile.com/references/carrington-labs;1;https://taktile.com/data-marketplace;3;;200;0;585;;0;Taktile - Carrington Labs;Carrington Labs;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Carrington Labs | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;68968;354447;;;;;;;;;;;;
https://taktile.com/references/companies-house;;https://taktile.com/references/companies-house;1;https://taktile.com/data-marketplace;3;;200;0;372;;0;Taktile - Companies House;Companies House;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Companies House | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;563;69148;354627;;;;;;;;;;;;
https://taktile.com/references/creditreform;;https://taktile.com/references/creditreform;1;https://taktile.com/data-marketplace;3;;200;0;291;;0;Taktile - Creditreform;Creditreform;;Taktile is the next-generation risk decision platform empowering experts to build, monitor, and experiment with automated decisions across the customer journey.;;Creditreform | Taktile;;;1;2;4;0;1;0;11;0;11;0;81;78;3;7;565;68971;354450;;;;;;;;;;;;
